Which Super Bowl did Steve McNair play in but not win?<ar>سوبر بول*|*ستيف ماكنير
Which Super Bowl did Jake Delhomme play in but not win?<ar>سوبر بول
Which Super Bowl did Matt Hasselbeck play in but not win?<ar>سوبر بول
Which NFL did not win the Super Bowl consecutively in four straight Super Bowls?<ar>الدوري الوطني لكرة القدم الأمريكية*|*سوبر بول
Which year did Pep Guardiola's Manchester City play the UEFA Champions League Final but did not win it?<ar>بيب غوارديولا*|*مانشستر سيتي
Which year did Anthony Joshua defended his titles in England and did not win?<ar>أنتوني جوشوا*|*مملكة إنجلترا
"In 2016, which Chicago based professional major league baseball team did NOT win the World Series?<ar>شيكاغو*|*سلسلة العالم"
"In 2018, which Grand Slam tennis tournament did Naomi Osaka NOT advance to at least the 3rd round of competition?<ar>البطولات الكبرى لكرة المضرب*|*نعومي أوساكا"
"In which year did the Chicago Bears make it to the Super Bowl, but did NOT win the game?<ar>شيكاغو بيرز*|*سوبر بول"
"How many times have the Chicago Bulls won the NBA Conference title, but NOT gone on to win the overall championship title?<ar>شيكاغو بولز"
How many Champions League Finals has Real Madrid not won?<ar>ريال مدريد
How many Super Bowls have the Patriots played in but not won?<ar>نيوإنغلاند بيتريوتس
How many World Series have the New York Yankees played in but not won?<ar>سلسلة العالم*|*نيويورك يانكيز
In what year did the Broncos win the Super Bowl and see Peyton Manning retire?<ar>دنفر برونكوز*|*سوبر بول*|*بيتون مانينغ
Which team plays at the Staples Center and used to have Shaquille O'Neal?<ar>ستيبلز سينتر*|*شاكيل أونيل
"Who is a member of the 2020 U.S. Olympic women's gymnastic team and is 4'8"" tall?<ar>الولايات المتحدة"
Which football player was born in Portugal and recently transferred from Juventus to Manchester United?<ar>البرتغال*|*يوفنتوس*|*مانشستر يونايتد
"Who is the most decorated Olympian of all time and was born in Baltimore, MD?<ar>nan*|*بالتيمور*|*ميجا درايف"
"Who was born in Queensland, Australia, and won the 2021 Wimbledon Women's Singles Championship?<ar>كوينزلاند*|*أستراليا"
Which athlete starred for the Oakland Raiders in the NFL and also starred for the Kansas City Royals in MLB?<ar>أوكلاند ريدرز*|*الدوري الوطني لكرة القدم الأمريكية*|*كنساس سيتي رويالس*|*دوري كرة القاعدة الرئيسي
Who played shooting guard and is part owner of the Charlotte Hornets?<ar>شارلوت هورنتس
Which player has been the quarterback for both the New England Patriots and Tampa Bay Buccaneers?<ar>نيوإنغلاند بيتريوتس*|*تامبا باي بوكانيرز
Who played second base for the Chicago Cubs and was inducted into the Baseball Hall of Fame in 2005?<ar>شيكاغو كابز*|*قاعة مشاهير ومتحف كرة القاعدة الوطنية
Who was the first overall pick in the 2007 NHL draft and a three-time Stanley Cup winner with the Chicago Blackhawks?<ar>دوري الهوكي الوطني*|*كأس ستانلي*|*شيكاغو بلاكهوكس
Which quarterback won Super Bowls with both the Indianapolis Colts and Denver Broncos?<ar>إنديانابوليس كولتس*|*دنفر برونكوز
Which goalkeeper won the UEFA EURO 2020 and moved to Paris Saint Germain last summer?<ar>nan
Which player was selected in the final Euro 2020 England squad and plays for Liverpool FC?<ar>نادي ليفربول
Which Basketball legend has AIDS?<ar>nan
Which team plays at Gainbridge FieldHouse and used to have Reggie Miller?<ar>ريجي ميلر
Which famous retired basketball player wore number 23 with the Chicago Bulls and went to college at North Carolina?<ar>شيكاغو بولز*|*كارولاينا الشمالية
Which baseball team plays in the American League East and plays home games at Fenway Park?<ar>nan*|*فانواي بارك
In which basketball team does LeBron James play in 2021 and won the championships of 2020?<ar>ليبرون جيمس
What team plays at Lumen Field and used to have Doug Baldwin?<ar>ملعب سينشري لينك فيلد*|*دوغ بالدوين
Which player played for the Georgia Bulldogs and was in the USFL league?<ar>جورجيا بولدوغز
Who plays for the Brooklyn Nets and previously played for the Warriors?<ar>بروكلين نتس*|*غولدن ستايت ووريورز
Who plays for the Los Angeles Lakers and previously played for the Cavs?<ar>لوس أنجلوس ليكرز*|*كليفلاند كافالييرز
Who plays for the New Orleans Pelicans and was picked first in the NBA draft?<ar>نيو أورلينز بيليكانز*|*جائزة الكتاب الوطني
"Who competed for the 2021 U.S. Olympic women's gymnastics team and calls Columbus, Ohio her hometown?<ar>الولايات المتحدة*|*كريستوفر كولومبوس*|*أوهايو"
"Which member of the U.S. women's gymnastics team took home 5 medals at the Beijing Olympics and was born in Moscow, Russia?<ar>الولايات المتحدة*|*موسكو*|*الإمبراطورية الروسية"
Which members of the US National women's soccer team have also played for Stanford University?<ar>جامعة ستانفورد
Which team in the National League does Bryce Harper play on?<ar>الدوري الوطني*|*ماكس هاربر
Which country does not allow women to participate in martial arts and other organized sports?<ar>nan
Which MLB team plays at Wrigley Field and won the World Series in 2016?<ar>دوري كرة القاعدة الرئيسي*|*nan*|*سلسلة العالم
Which NHL team plays at the United Center and is coached by Jeremy Colliton?<ar>دوري الهوكي الوطني*|*يونايتد سنتر
Which team that played in Super Bowl XXIV did Peyton Manning also win a Super Bowl for?<ar>سوبر بول XXIV*|*بيتون مانينغ*|*سوبر بول
Which pitcher holds the Atlanta Braves record for career strikeouts and the Atlanta Braves record for most career games pitched?<ar>أتلانتا بريفز*|*أتلانتا بريفز
"Who was a member of the 2004 U.S. Olympic men's swim team and born in Irvine, California?<ar>الولايات المتحدة*|*إرفاين*|*كاليفورنيا"
"Who was a member of the 2016 U.S. Olympic women's gymnastics team and born in Columbus, OH?<ar>الولايات المتحدة*|*كريستوفر كولومبوس*|*أوهايو"
Which NHL team is based in California and used to have Wayne Gretzky?<ar>دوري الهوكي الوطني*|*كاليفورنيا*|*واين جريتزكي
Which MLB team is based in Texas and used to have Josh Hamilton?<ar>دوري كرة القاعدة الرئيسي*|*تكساس*|*جوش هاميلتون
"Who is a member of the LA Lakers and born in Brooklyn, New York?<ar>لوس أنجلوس ليكرز*|*بروكلين*|*نيويورك"
"Who plays for the Philadelphia 76ers and was born in Lagos, Nigeria?<ar>فيلادلفيا سفنتي سيكسرز*|*لاغوس*|*نيجيريا"
Which ice dancer is from Canada and won gold at PyeongChang?<ar>كندا
"Who is the current Kansas City Chiefs starting quarterback who was born in Tyler, Texas?<ar>كانساس سيتي تشيفس*|*تايلر*|*تكساس"
"Who is the American former professional basketball player who was born in Brooklyn, New York, NY on February 17, 1963?<ar>أمريكيون*|*بروكلين*|*نيويورك*|*نيويورك"
Who was an American professional basketball player with the Los Angeles Lakers in the National Basketball Association who died in a helicopter crash in 2020?<ar>أمريكيون*|*لوس أنجلوس ليكرز*|*إن بي أي
Which 2020 NFL Pro bowlers played for the Tampa Bay Buccaneers?<ar>الدوري الوطني لكرة القدم الأمريكية*|*تامبا باي بوكانيرز
Which soccer team won a World Cup but was eliminated in the quarter-finals of the World Cup the following year?<ar>كأس العالم*|*كأس العالم
Which athlete was also a singer?<ar>nan
Which gymnast won the 2016 Olympic Games but was eliminated in the 2020 Olympic Games?<ar>الألعاب الأولمبية القديمة*|*الألعاب الأولمبية القديمة
Which athlete was a basketball and baseball player?<ar>nan
Which players were selected for the USA men's Olympic 2020 basketball team and play for Milwaukee Bucks?<ar>الولايات المتحدة*|*ميلووكي باكس
"Who is the only female track and field athlete to ever win six Olympic gold medals and was born in Los Angeles, CA?<ar>لوس أنجلوس*|*كندا"
Which football player plays for Liverpool and also plays for Egypt?<ar>نادي ليفربول*|*مصر
"Which team has the most championships in North American sports and plays in Bronx, New York?<ar>البرونكس*|*نيويورك"
"Who was a member of the 2021 U.S. men's national basketball team and was born in Grand Rapids, Michigan?<ar>الولايات المتحدة*|*غراند رابيدز*|*بحيرة ميشيغين"
"Who was a member of the 2021 U.S. men's national basketball team and was born in Washington, D.C.?<ar>الولايات المتحدة*|*واشنطن العاصمة"
"Who was a member of the 2021 U.S. men's national basketball team and was born in Portland, Oregon?<ar>الولايات المتحدة*|*بورتلاند*|*أوريغن"
Who played on the US basketball team in 2021 for the Olympics and also played for the Brooklyn Nets?<ar>الولايات المتحدة*|*الألعاب الأولمبية*|*بروكلين نتس
Who played on the US basketball team in 2021 for the Olympics and also plays its current home games at TD Garden in Boston?<ar>الولايات المتحدة*|*الألعاب الأولمبية*|*تي دي غاردن*|*بوسطن
Who played for the Minnesota Wolves until 2017 and currently plays their home games at the United Center in Chicago?<ar>يونايتد سنتر*|*شيكاغو
Who was on the US 2021 Women's Olympic soccer team and plays for the Portland Thorns FC currently?<ar>الولايات المتحدة*|*بورتلاند ثورنز
What is the name of the current coach of the oldest NFL football team in the USA?<ar>الدوري الوطني لكرة القدم الأمريكية*|*الولايات المتحدة
Who was the head coach for the team that lost 4 straight Super Bowls?<ar>nan
Where did the quarterback who won Super Bowls for New England and Tampa Bay go to college?<ar>إنجلترا الجديدة
Which college did the player who is the NFL's all-time leading rusher go to?<ar>الدوري الوطني لكرة القدم الأمريكية
Where was the head coach of Real Madrid CF born?<ar>ريال مدريد
How old is the captain of the Chelsea Football Club?<ar>نادي تشيلسي
Who was the head coach of the team that won the first Super Bowl?<ar>سوبر بول
Who was the head coach for the team that won the most Super Bowls during the 1970s?<ar>nan
How old is the current head coach of the Carolina Panthers?<ar>كارولاينا بانثرز
How old is the current head coach of the Chicago Bears?<ar>شيكاغو بيرز
From which country was the men's Springboard Diving Gold medal winner at the Olympics in 1932?<ar>الألعاب الأولمبية
Which team did Peyton Manning's brother spend his NFL career with?<ar>بيتون مانينغ*|*الدوري الوطني لكرة القدم الأمريكية
Who was the quarterback of last year's Super Bowl winner?<ar>سوبر بول
Who was the head coach of the team that won the 2004 (XXXVIII) Super Bowl?<ar>سوبر بول
How old is the current manager of the Atlanta Braves?<ar>أتلانتا بريفز
Where was the coach of the Miami Dolphins born?<ar>ميامي دولفينز
Who was the quarterback of the team that won the 1st Super Bowl?<ar>nan
How old is the current manager for the New York Yankees?<ar>نيويورك يانكيز
Who was the captain of the Argentinean national soccer team that won the Copa America in 2021?<ar>كوبا أمريكا
How old is the current manager of AC Milan?<ar>إيه سي ميلان
What is the name of the spouse of the current manager of the Philadelphia Phillies?<ar>فيلادلفيا فيليز
Where did the current manager for the Philadelphia Phillies go to college?<ar>فيلادلفيا فيليز
When was the current manager for the Philadelphia Phillies born?<ar>فيلادلفيا فيليز
Which high school did the current manager of the Philadelphia Phillies attend?<ar>فيلادلفيا فيليز
How old is the current coach of LA Lakers?<ar>لوس أنجلوس ليكرز
Who was the quarterback of the team that won Super Bowl 1?<ar>سوبر بول I
How old is the current manager of Liverpool Football Club?<ar>نادي ليفربول
How tall is the player with the most Super Bowl rings?<ar>سوبر بول
Who is the spouse of the NFL player with the most Super Bowl rings?<ar>الدوري الوطني لكرة القدم الأمريكية*|*سوبر بول
How old is the New England Patriot's head coach?<ar>nan
Who was the coach of the team that won Super Bowl ten?<ar>سوبر بول
Who was the captain of the winning team in the World Cup in 2018?<ar>كأس العالم
Who was the coach of the team that won the soccer World Cup in 1998?<ar>كأس العالم
Which NFL team did the winner of the 2002 Heisman Trophy get drafted by?<ar>الدوري الوطني لكرة القدم الأمريكية*|*nan
When did Tom Brady win his first Super Bowl?<ar>توم برايدي*|*سوبر بول
What is the last Super Bowl Tom Brady won?<ar>سوبر بول*|*توم برايدي
When did LeBron James win his second Olympic gold medal?<ar>ليبرون جيمس
Who won the first Stanley Cup?<ar>كأس ستانلي
When did Tom Brady win his most recent Super Bowl?<ar>توم برايدي*|*سوبر بول
In what year did Michael Phelps win his first Olympic gold medal?<ar>مايكل فيلبس
When was the third Super Bowl the Green Bay Packers won?<ar>سوبر بول*|*غرين باي باكرز
When did LeBron James win his first championship?<ar>ليبرون جيمس
What is the second team Tom Brady played for in the NFL?<ar>توم برايدي*|*الدوري الوطني لكرة القدم الأمريكية
What year did Tom Brady win his first Super Bowl?<ar>توم برايدي*|*سوبر بول
When was the last time the San Francisco Giants won the World Series?<ar>سان فرانسيسكو جاينتس*|*سلسلة العالم
When was the second to last Super Bowl won by the San Francisco 49ers?<ar>سوبر بول*|*سان فرانسيسكو 49
What was the first team Barry Bonds played for in the Major Leagues?<ar>باري بوندز
When did the Denver Broncos win their first Super Bowl?<ar>دنفر برونكوز*|*سوبر بول
What is the third NBA team Kevin Durant played for?<ar>جائزة الكتاب الوطني*|*كيفن دورانت
When did LeBron James win his first NBA MVP award?<ar>ليبرون جيمس*|*جائزة الكتاب الوطني*|*إم في بي
What year did Stephen Curry win his first NBA Championship?<ar>ستيفن كاري
When did France win its first soccer World Cup trophy?<ar>الجمهورية الفرنسية الخامسة*|*كأس العالم
When did Michael Owen score his first England goal?<ar>مايكل أوين*|*مملكة إنجلترا
Who is the first African player to play in England?<ar>أفارقة*|*مملكة إنجلترا
Who was the first black captain for the England national soccer team?<ar>مملكة إنجلترا
What is the last NBA team Cedric Ceballos played for?<ar>جائزة الكتاب الوطني*|*سيدريك سيبالوس
What was the last Champions League Lionel Messi won?<ar>دوري أبطال أوروبا*|*ليونيل ميسي
When did Ben Roethlisberger win his first Super Bowl?<ar>بن روثلسبيرغر*|*سوبر بول
When did Mark Spitz win his first gold medal?<ar>مارك سبيتز
When did Vladimir Artemov win his first Olympic gold medal?<ar>فلاديمير أرتيوموف
Who is the third NBA team Dwayne Wade has played for?<ar>جائزة الكتاب الوطني
When did Michael Phelps win his fourth Olympic gold medal?<ar>مايكل فيلبس
Who was the last player to win back-to-back MVP Awards for the Chicago White Sox?<ar>شيكاغو وايت سوكس
Who was the head coach for the team that won the second Super Bowl?<ar>سوبر بول
What was the second NBA team that Shaquille O'Neal played for?<ar>جائزة الكتاب الوطني*|*شاكيل أونيل
What was the third NBA team that Shaquille O'Neal played for?<ar>جائزة الكتاب الوطني*|*شاكيل أونيل
What year did the Buffalo Bills first get to the Super Bowl?<ar>بوفالو بيلز*|*سوبر بول
What year did the Buffalo Bills lose their third Super Bowl?<ar>بوفالو بيلز*|*سوبر بول
When is the last time Michael Phelps won an Olympic medal?<ar>مايكل فيلبس
When did Usain Bolt receive his last Olympic medal?<ar>يوسين بولت
What is the second NBA team Kevin Love played for?<ar>جائزة الكتاب الوطني*|*كيفن لف
When was Rodger Federer's first Grand Slam won?<ar>البطولات الكبرى لكرة المضرب
When did the New York Knicks win their last NBA Championship?<ar>نيويورك نيكس
When did Simone Biles win her second Olympic gold medal?<ar>سيمون بايلز
When did Simone Biles win her third Olympic gold medal?<ar>سيمون بايلز
When did Simone Biles win her fourth Olympic gold medal?<ar>سيمون بايلز
When did Simone Biles win her first Olympic bronze medal?<ar>سيمون بايلز
Who was the first quarterback for the Jacksonville Jaguars?<ar>جاكسونفيل جاغوارز
Who was the first owner of the Jacksonville Jaguars?<ar>جاكسونفيل جاغوارز
Which team did Tom Brady win his fifth Super Bowl with?<ar>توم برايدي*|*سوبر بول
When did the New York Mets win their first championship?<ar>نيويورك ميتس
What is the second NBA team Dwayne Wade played for?<ar>جائزة الكتاب الوطني
What is the third NBA team LeBron James played for?<ar>جائزة الكتاب الوطني*|*ليبرون جيمس
Which NBA player has won the most championships?<ar>جائزة الكتاب الوطني
Who got the most Super Bowl rings?<ar>سوبر بول
Which basketball team has won the most NCAA championships?<ar>الرابطة الوطنية لرياضة الجامعات
Which heavyweight boxer holds the record for the most knockouts in title fights?<ar>nan
Which professional boxer has won the most fights?<ar>nan
Who was the youngest NFL coach to win a Super Bowl?<ar>الدوري الوطني لكرة القدم الأمريكية*|*سوبر بول
Which active NFL player has the most Super Bowl rings?<ar>الدوري الوطني لكرة القدم الأمريكية*|*سوبر بول
Which boxer has won a championship in the most weight classes?<ar>nan
Which NBA player has the most championship wins?<ar>جائزة الكتاب الوطني
Which teams have the most NFL Super Bowl wins?<ar>nan
Which Super Bowl game had the least amount of attendants?<ar>سوبر بول
Which Super Bowl game had the most amount of attendants?<ar>سوبر بول
Which country has won the most FIFA World Cup titles?<ar>كأس العالم
Who is the oldest player to win a Super Bowl?<ar>سوبر بول
Who is the youngest player to win a Stanley Cup?<ar>كأس ستانلي
Who is the youngest player to win a Super Bowl?<ar>سوبر بول
Which boxer has the most knockouts?<ar>nan
Which boxer has the most wins?<ar>nan
Which boxer has the most losses?<ar>nan
Who is the youngest quarterback to win a Super Bowl?<ar>سوبر بول
Which quarterback has won the most Super Bowls?<ar>nan
Which coach has won the most Super Bowls as a head coach?<ar>nan
Which defensive coordinator won the most Super Bowls with the Giants in the 1980s and 1990s?<ar>سان فرانسيسكو جاينتس
Which state has had the most Super Bowls since 2000?<ar>nan
Who has the most Super Bowl rings?<ar>سوبر بول
Whose is the oldest MLB player to hit a home run?<ar>دوري كرة القاعدة الرئيسي
Who was the youngest soccer player to play in the World Cup?<ar>كأس العالم
Which soccer player has the most goals?<ar>nan
Who is the oldest player to win the Super Bowl?<ar>سوبر بول
Which NFL teams have the most Super Bowl wins?<ar>الدوري الوطني لكرة القدم الأمريكية*|*سوبر بول
Which team has the most Super Bowl appearances?<ar>سوبر بول
Which country has won the most FIFA World Cups?<ar>nan
Which college lacrosse team has won the most national championships?<ar>nan
Which NHL team has won the most Stanley Cup titles?<ar>دوري الهوكي الوطني*|*كأس ستانلي
Which NFL team has played in the most Super Bowls?<ar>الدوري الوطني لكرة القدم الأمريكية
Which soccer player has received the most awards?<ar>nan
Who is the youngest player to win the NHL's Hart Trophy?<ar>دوري الهوكي الوطني
Who is the oldest member in MLB History?<ar>دوري كرة القاعدة الرئيسي
Which MLB player has the most games as catcher?<ar>دوري كرة القاعدة الرئيسي
Which MLB player has the most assists as catcher?<ar>دوري كرة القاعدة الرئيسي
Who has the most podium finishes in Formula 1?<ar>فورمولا 1
Which NFL team has gone to the Super Bowl the most times?<ar>الدوري الوطني لكرة القدم الأمريكية*|*سوبر بول
Who is the youngest boxer to win a heavyweight title?<ar>nan
Which NBA player won the most championships?<ar>جائزة الكتاب الوطني
Which NBA team won the most championships?<ar>جائزة الكتاب الوطني
Is Pet Carroll the head coach of the Seattle Seahawks?<ar>سياتل سيهوكس
Did the Baltimore Orioles win the 1983 World Series?<ar>بالتيمور أوريولز
Has Carl Edwards won a Nascar Cup Series Championship?<ar>كارل إدواردز
Has Max Verstappen won an F1 Championship?<ar>ماكس فيرستابين
Has Mick Schumacher won a Formula 1 Championship?<ar>ميك شوماخر
Does Tom Brady play for the New Orleans Saints?<ar>توم برايدي*|*نيو أورليانز سينتس
Did Dan Marino play for the Miami Dolphins?<ar>دانييل مارينو*|*ميامي دولفينز
Have the Atlanta Falcons won a Super Bowl?<ar>أتلانتا فالكونز*|*سوبر بول
Did the Milwaukee Bucks win the NBA Finals in 2021?<ar>ميلووكي باكس*|*نهائي الدوري الأمريكي لكرة السلة للمحترفين
Did the U.S. win the most medals in Tokyo Olympics 2021?<ar>الولايات المتحدة*|*الألعاب الأولمبية الصيفية 2020
Did Alex Rodriguez retire in 2016?<ar>أليكس رودريجيز
Did LeBron James ever play for the Phoenix Suns?<ar>ليبرون جيمس*|*فينيكس صنز
Can you score a goal yourself in professional soccer?<ar>nan
"If a ball hits the foul poll in MLB, is it a home run?<ar>دوري كرة القاعدة الرئيسي"
Did the USA men's national soccer team qualify for the last World Cup?<ar>الولايات المتحدة*|*كأس العالم
Have the Texas Rangers ever won a World Series in MLB?<ar>تكساس رينجرز*|*سلسلة العالم*|*دوري كرة القاعدة الرئيسي
Has Jürgen Klopp ever managed Real Madrid FC?<ar>يورغن كلوب
Is Rafael Nadal from Australia?<ar>رافاييل نادال*|*أستراليا
Is Tiger Woods a World Golf Hall of Fame member?<ar>تايغر وودز*|*قاعة الشهرة العالمية للجولف
Did the Seahawks win the 2020 Super Bowl?<ar>سوبر بول
Is Tom Brady still with the New England Patriots?<ar>توم برايدي*|*نيوإنغلاند بيتريوتس
Did the Kansas City Chiefs win the 2021 Super Bowl?<ar>كانساس سيتي تشيفس*|*سوبر بول
Is Bobby Wagner still with the Seattle Seahawks?<ar>بوبي فاغنر*|*سياتل سيهوكس
Did the New York Mets make the playoffs in 2021?<ar>نيويورك ميتس
Did the New York Yankees make the playoffs in 2021?<ar>نيويورك يانكيز
Did the Los Angeles Dodgers win the 2020 World Series?<ar>لوس أنجلوس دودجرز*|*سلسلة العالم 2020
Did the Philadelphia Eagles win the Super Bowl in 1990?<ar>فيلادلفيا إيقلز*|*سوبر بول
Is swimming part of the triathlon?<ar>nan
Is cycling part of the triathlon?<ar>nan
Did the New York Jets win a Super Bowl?<ar>نيويورك جتس*|*سوبر بول
Did the Kansas City Chiefs win a Super Bowl?<ar>كانساس سيتي تشيفس*|*سوبر بول
Has Michael Phelps ever won a Olympic gold medal?<ar>مايكل فيلبس
Has Naomi Osaka ever won an Olympic medal?<ar>نعومي أوساكا
Did the Buffalo Sabers win the Stanley Cup in 2020?<ar>كأس ستانلي
Have the Cleveland Browns ever won a Super Bowl?<ar>كلفلاند براونز*|*سوبر بول
Did the Seattle Seahawks win the Super Bowl in 2014?<ar>سياتل سيهوكس*|*سوبر بول
Did the Los Angeles Dodgers win the World Series in 2020?<ar>لوس أنجلوس دودجرز*|*سلسلة العالم
Is Michael Phelps the most decorated Olympian of all time?<ar>مايكل فيلبس*|*nan
Did Kansas win the 1952 NCAA Division I Men's Basketball Championships?<ar>كانساس
Did Houston Rockets win the 1996 NBA Championships?<ar>هيوستن روكتس
Did San Francisco 49ers win the 1984 Super Bowl?<ar>سان فرانسيسكو 49*|*سوبر بول
Did Peyton Manning retire after winning a Super Bowl?<ar>بيتون مانينغ*|*سوبر بول
Did Peyton Manning last play for the Denver Broncos?<ar>بيتون مانينغ*|*دنفر برونكوز
Has Peyton Manning ever been in a Super Bowl where he played against his brother?<ar>بيتون مانينغ*|*سوبر بول
Did Chad Johnson ever win a Super Bowl?<ar>تشاد جونسون*|*سوبر بول
Did Super Bowl LV have the lowest ever attendance for a Super Bowl?<ar>سوبر بول LV*|*سوبر بول
Is Aaron Rodgers still playing for the Green Bay Packers?<ar>أرون رودجرز*|*غرين باي باكرز
Did Michael Phelps win a gold metal in the 2016 Olympics in Rio de Janeiro?<ar>مايكل فيلبس*|*الألعاب الأولمبية*|*ريو دي جانيرو
Have the Atlanta Braves ever won a World Series?<ar>أتلانتا بريفز*|*سلسلة العالم
Did Wayne Gretzky ever play for the Washington Capitals?<ar>واين جريتزكي*|*واشنطن كابيتالز
Have the Buffalo Bills ever gone winless in a season in the NFL?<ar>بوفالو بيلز*|*الدوري الوطني لكرة القدم الأمريكية
Did the Green Bay Packers win Super Bowl I?<ar>غرين باي باكرز*|*سوبر بول I
Did China have the most gold medals in the 2020 Olympics?<ar>الصين*|*الألعاب الأولمبية
Do the Montreal Canadiens hold the most Stanley Cups won?<ar>مونتريال كانيديينز
Does Bill Belichick have the most Super Bowl rings in the NFL?<ar>سوبر بول*|*الدوري الوطني لكرة القدم الأمريكية
Did Shaq win a championship after leaving the Lakers?<ar>شاكيل أونيل*|*لوس أنجلوس ليكرز
Have the Pistons ever won a Championship?<ar>nan
Do the San Francisco 49ers have the most Super Bowl wins?<ar>سان فرانسيسكو 49*|*سوبر بول
Is Derek Jeter in the Baseball Hall of Fame?<ar>ديريك جيتر*|*قاعة مشاهير ومتحف كرة القاعدة الوطنية
Has the U.S. men's soccer team ever won a FIFA World Cup?<ar>الولايات المتحدة*|*كأس العالم
Has Tonya Harding won any Olympic gold medals?<ar>تونيا هاردينغ
Does Tom Brady currently play for the New England Patriots as of 2021?<ar>توم برايدي*|*نيوإنغلاند بيتريوتس
Have the Pittsburgh Penguins won 5 Stanley Cups as of 2021?<ar>بيتسبرغ بنغوينز
Have the Toronto Maple Leafs won more Stanley Cups than any other team as of 2021?<ar>تورونتو ميبل ليفس
Did Kevin Durant win an NBA championship?<ar>كيفن دورانت*|*جائزة الكتاب الوطني
Did Michael Phelps win a gold medal at the 2008 Summer Olympics?<ar>مايكل فيلبس*|*الألعاب الأولمبية الصيفية
Did The Green Bay Packers win the first Super Bowl?<ar>غرين باي باكرز*|*سوبر بول
Have the New England Patriots won more Super Bowls than the Pittsburgh Steelers?<ar>نيوإنغلاند بيتريوتس*|*بيتسبورغ ستيلرز
Did Michael Phelps win a gold medal at the 1996 Olympics?<ar>مايكل فيلبس*|*الألعاب الأولمبية
Did the San Francisco 49ers win Super Bowl LIV?<ar>سان فرانسيسكو 49*|*سوبر بول LIV
Did Collin Morikawa win the 2020 US PGA Championship?<ar>كولين موريكاوا
Did Dominic Thiem win the 2020 U.S. Open?<ar>دومينيك ثيم*|*بطولة أمريكا المفتوحة للتنس
Did the Boston Bruins win the 2020 Stanley Cup?<ar>بوسطن بروينز*|*كأس ستانلي
Does LeBron James play for the Los Angeles Lakers?<ar>ليبرون جيمس*|*لوس أنجلوس ليكرز
Did Russell Westbrook get traded to the Brooklyn Nets this past season?<ar>راسل وستبروك*|*بروكلين نتس
Did the Atlanta Falcons win a Super Bowl?<ar>أتلانتا فالكونز*|*سوبر بول
Does Los Angeles have more than one football team?<ar>لوس أنجلوس
Does the NBA have 6 teams in California?<ar>جائزة الكتاب الوطني*|*كاليفورنيا
Do the Pittsburgh Steelers have more than five Super Bowl wins?<ar>بيتسبورغ ستيلرز*|*سوبر بول
Was Giannis Antetokounmpo the MVP 2020 for the NBA?<ar>يانيس أنتيتوكونمبو*|*جائزة الكتاب الوطني
Did Stephen Curry lead the NBA in PPG for the 2020-2021 NBA season?<ar>ستيفن كاري*|*جائزة الكتاب الوطني*|*جائزة الكتاب الوطني
Did the Los Angles Lakers win an NBA Championship in the 2010-2019 decade?<ar>nan
Does Michael Phelps hold the record for most career individual gold medals at the Summer Olympics?<ar>مايكل فيلبس*|*الألعاب الأولمبية الصيفية
Have the New York Yankees won the most World Series?<ar>نيويورك يانكيز*|*سلسلة العالم
Was Pride and Prejudice written before or after Sense and Sensibility?<ar>كبرياء وتحامل*|*عقل وعاطفة
"Which novel did George Orwell write first, Animal Farm or Nineteen Eighty-four?<ar>جورج أورويل*|*مزرعة الحيوان"
"Which unabridged book has more pages, Dracula or Frankenstein?<ar>دراكولا*|*فرانكنشتاين"
"Which series has more books, Twilight or Goosebumps?<ar>الشفق*|*صرخة الرعب"
Did Animal Farm come out after 1990?<ar>مزرعة الحيوان
Was Little Women published before Pride and Prejudice?<ar>نساء صغيرات*|*كبرياء وتحامل
"Which series has more books, The Chronicles of Narnia or Twilight?<ar>سجلات نارنيا*|*الشفق"
Were The Chronicles of Narnia books published before 1960?<ar>سجلات نارنيا
Was the first Harry Potter book published before or after 1999?<ar>هاري بوتر
"Which series has more books, John Sanford's Prey series or Patricia Cornwell's Kay Scarpetta series?<ar>باتريشيا كورنويل"
"Which series began earlier, Nancy Drew or The Hardy Boys?<ar>نانسي درو*|*الفتى هاردي"
"Which book sold more copies, the Bible or Quran?<ar>الكتاب المقدس"
Was Catch-22 released before Silent Spring?<ar>كاتش-22*|*الربيع الصامت
"Which book was published first, Twilight or Harry Potter and the Sorcerer's Stone?<ar>الشفق*|*هاري بوتر وحجر الفيلسوف"
Was Northanger Abbey published before Jane Austen's death?<ar>دير نورثانجر*|*جاين أوستن
Did George R. R. Martin write A Dance with Dragons before A Clash of Kings?<ar>جورج ر. ر. مارتن*|*رقصة مع التنانين*|*صدام الملوك
Is the Lord of the Rings series or the Divergent series older?<ar>سيد الخواتم*|*مختلفة
Which series has more books: Hunger Games or Wheel of Time?<ar>مباريات الجوع*|*عجلة الزمن
Which series has more movies made on it: Wheel of Time or Star Wars?<ar>عجلة الزمن*|*حرب النجوم
Is J.K. Rowling older than James Patterson?<ar>جيمس باترسون
Did The Call of The Wild come out before 1932?<ar>nan
Did Stephen King write Sleepwalkers or Pet Sematary first?<ar>ستيفن كينغ
Did It or Pet Sematary have better sales?<ar>إت (رواية)*|*مقبرة الحيوانات
Did Stephen King write Creepshow or Firestarter first?<ar>ستيفن كينغ*|*مضرمة اللهب (رواية)
Did the Shining have better sales than Billy Summers?<ar>البريق
