encoder_input,decoder_input,decoder_output
"['<en>', 'Which', '▁person', '▁portray', 'ed', '▁Knute', '[MASK]', '▁in', '▁the', '▁1940', '▁movie', '▁""', 'Knute', '[MASK]', '?""', '▁', '</s>', 'Ronald', '[MASK]', '▁played', '▁the', '▁role', '▁of', '▁whom', '▁in', '▁1940', ""'"", 's', '▁""', 'Knute', '[MASK]', '?""', '▁', '</s>', 'How', '▁many']","['<en>', 'Which', '▁person', '▁portray', 'ed', '▁Knute', '▁Rockne', '▁in', '▁the', '▁1940', '▁movie', '▁""', 'Knute', '▁Rockne', '?""', '▁', '</s>', 'Ronald', '▁Reagan', '▁played', '▁the', '▁role', '▁of', '▁whom', '▁in', '▁1940', ""'"", 's', '▁""', 'Knute', '▁Rockne', '?""', '▁', '</s>', 'How', '▁many']","['Which', '▁person', '▁portray', 'ed', '▁Knute', '▁Rockne', '▁in', '▁the', '▁1940', '▁movie', '▁""', 'Knute', '▁Rockne', '?""', '▁', '</s>', 'Ronald', '▁Reagan', '▁played', '▁the', '▁role', '▁of', '▁whom', '▁in', '▁1940', ""'"", 's', '▁""', 'Knute', '▁Rockne', '?""', '▁', '</s>', 'How', '▁many', '<', 'e', 'n', '>']"
"['<en>', 'Who', '[MASK]', '▁the', '▁Notre', '▁Dame', '▁president', '▁that', '[MASK]', 'ce', 'ded', '▁John', '[MASK]', '?', '▁', '</s>', 'Which', '▁arena', '[MASK]', '▁constru', 'cted', '▁under', '[MASK]', '[MASK]', '▁Notre', '▁Dame', '?', '▁', '</s>', 'How', '▁much', '▁mon', 'ey', '[MASK]', '▁sp', 'ent']","['<en>', 'Who', '▁was', '▁the', '▁Notre', '▁Dame', '▁president', '▁that', '▁pre', 'ce', 'ded', '▁John', '▁Jenkins', '?', '▁', '</s>', 'Which', '▁arena', '▁was', '▁constru', 'cted', '▁under', '▁Jenkins', '▁at', '▁Notre', '▁Dame', '?', '▁', '</s>', 'How', '▁much', '▁mon', 'ey', '▁was', '▁sp', 'ent']","['Who', '▁was', '▁the', '▁Notre', '▁Dame', '▁president', '▁that', '▁pre', 'ce', 'ded', '▁John', '▁Jenkins', '?', '▁', '</s>', 'Which', '▁arena', '▁was', '▁constru', 'cted', '▁under', '▁Jenkins', '▁at', '▁Notre', '▁Dame', '?', '▁', '</s>', 'How', '▁much', '▁mon', 'ey', '▁was', '▁sp', 'ent', '<', 'e', 'n', '>']"
"['<en>', 'In', '▁which', '▁dec', 'ade', '▁did', '▁Beyonce', '▁become', '▁fam', 'ous', '?', '▁', '[MASK]', 'In', '[MASK]', '▁R', '&', 'B', '▁group', '▁was', '▁she', '▁the', '▁lead', '▁sing', 'er', '?', '▁', '[MASK]', 'What', '▁album', '▁m', 'ade', '▁her', '▁a', '▁w', '[MASK]']","['<en>', 'In', '▁which', '▁dec', 'ade', '▁did', '▁Beyonce', '▁become', '▁fam', 'ous', '?', '▁', '</s>', 'In', '▁what', '▁R', '&', 'B', '▁group', '▁was', '▁she', '▁the', '▁lead', '▁sing', 'er', '?', '▁', '</s>', 'What', '▁album', '▁m', 'ade', '▁her', '▁a', '▁w', 'orld']","['In', '▁which', '▁dec', 'ade', '▁did', '▁Beyonce', '▁become', '▁fam', 'ous', '?', '▁', '</s>', 'In', '▁what', '▁R', '&', 'B', '▁group', '▁was', '▁she', '▁the', '▁lead', '▁sing', 'er', '?', '▁', '</s>', 'What', '▁album', '▁m', 'ade', '▁her', '▁a', '▁w', 'orld', '<', 'e', 'n', '>']"
"['<en>', 'The', '▁undergrad', '▁school', '▁at', '▁the', '▁Men', 'do', 'za', '▁College', '▁of', '[MASK]', 'in', 'ess', '▁was', '▁rank', 'ed', '[MASK]', '▁acc', 'ord', 'ing', '▁to', '[MASK]', 'in', 'ess', 'W', 'e', 'ek', '?', '▁', '</s>', 'In', '▁2014', '▁what', '▁entity', '▁named']","['<en>', 'The', '▁undergrad', '▁school', '▁at', '▁the', '▁Men', 'do', 'za', '▁College', '▁of', '▁Bus', 'in', 'ess', '▁was', '▁rank', 'ed', '▁where', '▁acc', 'ord', 'ing', '▁to', '▁Bus', 'in', 'ess', 'W', 'e', 'ek', '?', '▁', '</s>', 'In', '▁2014', '▁what', '▁entity', '▁named']","['The', '▁undergrad', '▁school', '▁at', '▁the', '▁Men', 'do', 'za', '▁College', '▁of', '▁Bus', 'in', 'ess', '▁was', '▁rank', 'ed', '▁where', '▁acc', 'ord', 'ing', '▁to', '▁Bus', 'in', 'ess', 'W', 'e', 'ek', '?', '▁', '</s>', 'In', '▁2014', '▁what', '▁entity', '▁named', '<', 'e', 'n', '>']"
"['<en>', 'From', '▁where', '▁does', '[MASK]', '▁Band', '▁of', '[MASK]', '▁Fighting', '▁Irish', '▁lead', '▁a', '▁march', '▁to', '[MASK]', '▁Notre', '▁Dame', '[MASK]', '[MASK]', '▁football', '▁home', '▁games', '?', '▁', '</s>', 'What', '▁son', 'gs', '▁does', '[MASK]', '▁t', 'rump', 'et', '▁se', 'ction', '▁of']","['<en>', 'From', '▁where', '▁does', '▁the', '▁Band', '▁of', '▁the', '▁Fighting', '▁Irish', '▁lead', '▁a', '▁march', '▁to', '▁the', '▁Notre', '▁Dame', '▁Stadium', '▁for', '▁football', '▁home', '▁games', '?', '▁', '</s>', 'What', '▁son', 'gs', '▁does', '▁the', '▁t', 'rump', 'et', '▁se', 'ction', '▁of']","['From', '▁where', '▁does', '▁the', '▁Band', '▁of', '▁the', '▁Fighting', '▁Irish', '▁lead', '▁a', '▁march', '▁to', '▁the', '▁Notre', '▁Dame', '▁Stadium', '▁for', '▁football', '▁home', '▁games', '?', '▁', '</s>', 'What', '▁son', 'gs', '▁does', '▁the', '▁t', 'rump', 'et', '▁se', 'ction', '▁of', '<', 'e', 'n', '>']"
"['<en>', 'What', '▁when', '[MASK]', '▁do', '[MASK]', '[MASK]', '▁Dame', '▁f', 'en', 'c', 'ing', '▁teams', '▁take', '▁part', '[MASK]', '[MASK]', '▁', '</s>', 'There', '▁is', '▁a', '[MASK]', '▁that', '[MASK]', '▁male', '▁hockey', '▁team', '▁of', '[MASK]', '▁Dame', '▁comp', 'et', 'es', '[MASK]', ',']","['<en>', 'What', '▁when', '▁conference', '▁do', '▁the', '▁Notre', '▁Dame', '▁f', 'en', 'c', 'ing', '▁teams', '▁take', '▁part', '▁in', '?', '▁', '</s>', 'There', '▁is', '▁a', '▁conference', '▁that', '▁the', '▁male', '▁hockey', '▁team', '▁of', '▁Notre', '▁Dame', '▁comp', 'et', 'es', '▁in', ',']","['What', '▁when', '▁conference', '▁do', '▁the', '▁Notre', '▁Dame', '▁f', 'en', 'c', 'ing', '▁teams', '▁take', '▁part', '▁in', '?', '▁', '</s>', 'There', '▁is', '▁a', '▁conference', '▁that', '▁the', '▁male', '▁hockey', '▁team', '▁of', '▁Notre', '▁Dame', '▁comp', 'et', 'es', '▁in', ',', '<', 'e', 'n', '>']"
"['<en>', 'What', '▁caus', 'ed', '▁many', '▁int', '[MASK]', 'c', 'tu', '[MASK]', '▁C', 'athol', 'ics', '▁to', '▁le', 'ave', '▁europ', 'e', '▁in', '▁the', '▁1930', 's', '?', '[MASK]', '</s>', 'From', '▁where', '▁did', '▁Anton', '-', 'Hermann', '▁Chroust', '[MASK]', '▁to', '▁re', 'ach']","['<en>', 'What', '▁caus', 'ed', '▁many', '▁int', 'elle', 'c', 'tu', 'al', '▁C', 'athol', 'ics', '▁to', '▁le', 'ave', '▁europ', 'e', '▁in', '▁the', '▁1930', 's', '?', '▁', '</s>', 'From', '▁where', '▁did', '▁Anton', '-', 'Hermann', '▁Chroust', '▁come', '▁to', '▁re', 'ach']","['What', '▁caus', 'ed', '▁many', '▁int', 'elle', 'c', 'tu', 'al', '▁C', 'athol', 'ics', '▁to', '▁le', 'ave', '▁europ', 'e', '▁in', '▁the', '▁1930', 's', '?', '▁', '</s>', 'From', '▁where', '▁did', '▁Anton', '-', 'Hermann', '▁Chroust', '▁come', '▁to', '▁re', 'ach', '<', 'e', 'n', '>']"
"['<en>', 'Mari', 'el', '▁Zag', 'unis', '▁is', '▁notable', '▁for', '▁w', 'inn', 'ing', '▁what', '?', '[MASK]', '[MASK]', 'Which', '▁notable', '▁a', 'stron', 'aut', '▁is', '▁known', '▁to', '▁have', '▁attended', '▁Notre', '▁Dame', '?', '[MASK]', '[MASK]', 'When', '▁did', '▁Beyonce', '▁star', '[MASK]', '▁bec']","['<en>', 'Mari', 'el', '▁Zag', 'unis', '▁is', '▁notable', '▁for', '▁w', 'inn', 'ing', '▁what', '?', '▁', '</s>', 'Which', '▁notable', '▁a', 'stron', 'aut', '▁is', '▁known', '▁to', '▁have', '▁attended', '▁Notre', '▁Dame', '?', '▁', '</s>', 'When', '▁did', '▁Beyonce', '▁star', 't', '▁bec']","['Mari', 'el', '▁Zag', 'unis', '▁is', '▁notable', '▁for', '▁w', 'inn', 'ing', '▁what', '?', '▁', '</s>', 'Which', '▁notable', '▁a', 'stron', 'aut', '▁is', '▁known', '▁to', '▁have', '▁attended', '▁Notre', '▁Dame', '?', '▁', '</s>', 'When', '▁did', '▁Beyonce', '▁star', 't', '▁bec', '<', 'e', 'n', '>']"
"['<en>', '[MASK]', '▁individual', '▁offered', '[MASK]', '▁to', '[MASK]', '▁Edward', '[MASK]', '?', '▁', '[MASK]', '[MASK]', '▁ch', 'urch', '▁was', '[MASK]', '▁Edward', '[MASK]', '▁represent', '[MASK]', '?', '▁', '[MASK]', 'On', '▁what', '▁date', '▁did', '▁bro', 'th', 'ers', '▁from', '▁Holy', '▁Cross', '▁arri', 've']","['<en>', 'Which', '▁individual', '▁offered', '▁land', '▁to', '▁Father', '▁Edward', '▁Sorin', '?', '▁', '</s>', 'Which', '▁ch', 'urch', '▁was', '▁Father', '▁Edward', '▁Sorin', '▁represent', 'ing', '?', '▁', '</s>', 'On', '▁what', '▁date', '▁did', '▁bro', 'th', 'ers', '▁from', '▁Holy', '▁Cross', '▁arri', 've']","['Which', '▁individual', '▁offered', '▁land', '▁to', '▁Father', '▁Edward', '▁Sorin', '?', '▁', '</s>', 'Which', '▁ch', 'urch', '▁was', '▁Father', '▁Edward', '▁Sorin', '▁represent', 'ing', '?', '▁', '</s>', 'On', '▁what', '▁date', '▁did', '▁bro', 'th', 'ers', '▁from', '▁Holy', '▁Cross', '▁arri', 've', '<', 'e', 'n', '>']"
"['<en>', 'What', '[MASK]', '[MASK]', '▁did', '▁Thomas', '▁Bl', 'antz', '▁have', '▁at', '▁Notre', '▁Dame', '?', '▁', '</s>', 'In', '▁what', '▁year', '▁did', '▁Notre', '▁Dame', '▁have', '▁its', '▁e', 'ar', 'li', 'est', '▁undergra', 'du', 'ate', '▁that', '▁was', '▁fem', 'ale', '?', '▁']","['<en>', 'What', '▁tit', 'le', '▁did', '▁Thomas', '▁Bl', 'antz', '▁have', '▁at', '▁Notre', '▁Dame', '?', '▁', '</s>', 'In', '▁what', '▁year', '▁did', '▁Notre', '▁Dame', '▁have', '▁its', '▁e', 'ar', 'li', 'est', '▁undergra', 'du', 'ate', '▁that', '▁was', '▁fem', 'ale', '?', '▁']","['What', '▁tit', 'le', '▁did', '▁Thomas', '▁Bl', 'antz', '▁have', '▁at', '▁Notre', '▁Dame', '?', '▁', '</s>', 'In', '▁what', '▁year', '▁did', '▁Notre', '▁Dame', '▁have', '▁its', '▁e', 'ar', 'li', 'est', '▁undergra', 'du', 'ate', '▁that', '▁was', '▁fem', 'ale', '?', '▁', '<', 'e', 'n', '>']"
"['<en>', '[MASK]', '[MASK]', 'ious', '▁prize', '▁does', '[MASK]', '▁School', '▁of', '▁Architecture', '[MASK]', '[MASK]', '▁Dame', '▁g', '[MASK]', '▁out', '?', '▁', '</s>', 'In', '▁what', '▁year', '▁did', '[MASK]', '▁o', 'pen', 'ing', '▁of', '▁a', '[MASK]', '[MASK]', '[MASK]', '[MASK]', '[MASK]', '▁Dame', '▁occur']","['<en>', 'Which', '▁prestig', 'ious', '▁prize', '▁does', '▁the', '▁School', '▁of', '▁Architecture', '▁at', '▁Notre', '▁Dame', '▁g', 'ive', '▁out', '?', '▁', '</s>', 'In', '▁what', '▁year', '▁did', '▁the', '▁o', 'pen', 'ing', '▁of', '▁a', '▁the', 'ology', '▁library', '▁at', '▁Notre', '▁Dame', '▁occur']","['Which', '▁prestig', 'ious', '▁prize', '▁does', '▁the', '▁School', '▁of', '▁Architecture', '▁at', '▁Notre', '▁Dame', '▁g', 'ive', '▁out', '?', '▁', '</s>', 'In', '▁what', '▁year', '▁did', '▁the', '▁o', 'pen', 'ing', '▁of', '▁a', '▁the', 'ology', '▁library', '▁at', '▁Notre', '▁Dame', '▁occur', '<', 'e', 'n', '>']"
"['<en>', 'The', '[MASK]', '▁of', '▁the', '▁Sacred', '▁heart', '[MASK]', '▁Notre', '▁Dame', '▁is', '▁b', 'esid', 'e', '▁to', '[MASK]', '▁structure', '?', '▁', '[MASK]', 'What', '▁is', '▁the', '▁Gro', 'tto', '[MASK]', '▁Notre', '▁Dame', '?', '▁', '[MASK]', 'What', '▁sit', 's', '▁on', '▁to']","['<en>', 'The', '▁Basilica', '▁of', '▁the', '▁Sacred', '▁heart', '▁at', '▁Notre', '▁Dame', '▁is', '▁b', 'esid', 'e', '▁to', '▁which', '▁structure', '?', '▁', '</s>', 'What', '▁is', '▁the', '▁Gro', 'tto', '▁at', '▁Notre', '▁Dame', '?', '▁', '</s>', 'What', '▁sit', 's', '▁on', '▁to']","['The', '▁Basilica', '▁of', '▁the', '▁Sacred', '▁heart', '▁at', '▁Notre', '▁Dame', '▁is', '▁b', 'esid', 'e', '▁to', '▁which', '▁structure', '?', '▁', '</s>', 'What', '▁is', '▁the', '▁Gro', 'tto', '▁at', '▁Notre', '▁Dame', '?', '▁', '</s>', 'What', '▁sit', 's', '▁on', '▁to', '<', 'e', 'n', '>']"
"['<en>', 'How', '▁many', '▁student', '▁new', '[MASK]', '▁pap', 'ers', '▁are', '▁found', '▁at', '▁Notre', '▁Dame', '[MASK]', '[MASK]', '</s>', 'In', '▁what', '▁year', '▁did', '▁the', '▁student', '▁pa', 'per', '▁Common', '▁Sen', 'se', '▁begin', '▁publica', 'tion', '▁at', '▁Notre', '▁Dame', '[MASK]', '[MASK]', '</s>']","['<en>', 'How', '▁many', '▁student', '▁new', 's', '▁pap', 'ers', '▁are', '▁found', '▁at', '▁Notre', '▁Dame', '?', '▁', '</s>', 'In', '▁what', '▁year', '▁did', '▁the', '▁student', '▁pa', 'per', '▁Common', '▁Sen', 'se', '▁begin', '▁publica', 'tion', '▁at', '▁Notre', '▁Dame', '?', '▁', '</s>']","['How', '▁many', '▁student', '▁new', 's', '▁pap', 'ers', '▁are', '▁found', '▁at', '▁Notre', '▁Dame', '?', '▁', '</s>', 'In', '▁what', '▁year', '▁did', '▁the', '▁student', '▁pa', 'per', '▁Common', '▁Sen', 'se', '▁begin', '▁publica', 'tion', '▁at', '▁Notre', '▁Dame', '?', '▁', '</s>', '<', 'e', 'n', '>']"
"['<en>', 'In', '▁what', '▁year', '▁did', '▁the', '▁student', '▁un', 'ion', '▁bu', 'ilding', '▁at', '▁Notre', '▁Dame', '▁get', '▁ren', 'amed', '▁to', '▁LaFortune', '▁Center', '?', '[MASK]', '[MASK]', 'After', '▁which', '▁individual', '▁was', '▁the', '▁LaFortune', '▁Center', '▁Notre', '▁Dame', '▁named', '?', '[MASK]', '[MASK]']","['<en>', 'In', '▁what', '▁year', '▁did', '▁the', '▁student', '▁un', 'ion', '▁bu', 'ilding', '▁at', '▁Notre', '▁Dame', '▁get', '▁ren', 'amed', '▁to', '▁LaFortune', '▁Center', '?', '▁', '</s>', 'After', '▁which', '▁individual', '▁was', '▁the', '▁LaFortune', '▁Center', '▁Notre', '▁Dame', '▁named', '?', '▁', '</s>']","['In', '▁what', '▁year', '▁did', '▁the', '▁student', '▁un', 'ion', '▁bu', 'ilding', '▁at', '▁Notre', '▁Dame', '▁get', '▁ren', 'amed', '▁to', '▁LaFortune', '▁Center', '?', '▁', '</s>', 'After', '▁which', '▁individual', '▁was', '▁the', '▁LaFortune', '▁Center', '▁Notre', '▁Dame', '▁named', '?', '▁', '</s>', '<', 'e', 'n', '>']"
"['<en>', '[MASK]', '▁what', '▁year', '▁was', '▁the', '▁Gro', 'tto', '[MASK]', '▁O', 'ur', '▁Lady', '[MASK]', '▁Lourdes', '[MASK]', '▁Notre', '▁Dame', '▁constru', 'cted', '?', '[MASK]', '[MASK]', 'Which', '▁person', '[MASK]', '[MASK]', 'a', 'w', '▁the', '▁creation', '[MASK]', '▁a', '▁science', '▁hall', '[MASK]', '▁Notre']","['<en>', 'In', '▁what', '▁year', '▁was', '▁the', '▁Gro', 'tto', '▁of', '▁O', 'ur', '▁Lady', '▁of', '▁Lourdes', '▁at', '▁Notre', '▁Dame', '▁constru', 'cted', '?', '▁', '</s>', 'Which', '▁person', '▁o', 'vers', 'a', 'w', '▁the', '▁creation', '▁of', '▁a', '▁science', '▁hall', '▁at', '▁Notre']","['In', '▁what', '▁year', '▁was', '▁the', '▁Gro', 'tto', '▁of', '▁O', 'ur', '▁Lady', '▁of', '▁Lourdes', '▁at', '▁Notre', '▁Dame', '▁constru', 'cted', '?', '▁', '</s>', 'Which', '▁person', '▁o', 'vers', 'a', 'w', '▁the', '▁creation', '▁of', '▁a', '▁science', '▁hall', '▁at', '▁Notre', '<', 'e', 'n', '>']"
"['<en>', 'What', '[MASK]', '[MASK]', '▁edu', 'cation', '[MASK]', '▁p', 'us', 'hed', '▁at', '▁Notre', '▁Dame', '▁be', 'fore', '▁its', '▁emb', 'rac', 'ing', '[MASK]', '▁national', '▁stand', 'ards', '?', '▁', '</s>', 'Which', '▁college', '▁did', '▁Notre', '▁Dame', '▁ad', 'd', '▁in', '▁1921?', '▁']","['<en>', 'What', '▁type', '▁of', '▁edu', 'cation', '▁was', '▁p', 'us', 'hed', '▁at', '▁Notre', '▁Dame', '▁be', 'fore', '▁its', '▁emb', 'rac', 'ing', '▁of', '▁national', '▁stand', 'ards', '?', '▁', '</s>', 'Which', '▁college', '▁did', '▁Notre', '▁Dame', '▁ad', 'd', '▁in', '▁1921?', '▁']","['What', '▁type', '▁of', '▁edu', 'cation', '▁was', '▁p', 'us', 'hed', '▁at', '▁Notre', '▁Dame', '▁be', 'fore', '▁its', '▁emb', 'rac', 'ing', '▁of', '▁national', '▁stand', 'ards', '?', '▁', '</s>', 'Which', '▁college', '▁did', '▁Notre', '▁Dame', '▁ad', 'd', '▁in', '▁1921?', '▁', '<', 'e', 'n', '>']"
"['<en>', 'How', '▁many', '▁col', 'leges', '▁for', '▁undergra', 'du', 'ates', '▁are', '▁at', '▁Notre', '▁Dame', '?', '▁', '[MASK]', 'What', '▁was', '▁created', '▁at', '▁Notre', '▁Dame', '▁in', '▁1962', '▁to', '▁assist', '▁first', '▁year', '▁students', '?', '▁', '[MASK]', 'Which', '▁organi', 'za', 'tion']","['<en>', 'How', '▁many', '▁col', 'leges', '▁for', '▁undergra', 'du', 'ates', '▁are', '▁at', '▁Notre', '▁Dame', '?', '▁', '</s>', 'What', '▁was', '▁created', '▁at', '▁Notre', '▁Dame', '▁in', '▁1962', '▁to', '▁assist', '▁first', '▁year', '▁students', '?', '▁', '</s>', 'Which', '▁organi', 'za', 'tion']","['How', '▁many', '▁col', 'leges', '▁for', '▁undergra', 'du', 'ates', '▁are', '▁at', '▁Notre', '▁Dame', '?', '▁', '</s>', 'What', '▁was', '▁created', '▁at', '▁Notre', '▁Dame', '▁in', '▁1962', '▁to', '▁assist', '▁first', '▁year', '▁students', '?', '▁', '</s>', 'Which', '▁organi', 'za', 'tion', '<', 'e', 'n', '>']"
"['<en>', 'A', 'round', '▁what', '▁time', '▁did', '▁Lobund', '▁of', '▁Notre', '▁Dame', '▁become', '▁independ', 'ent', '?', '▁', '</s>', 'In', '▁what', '▁year', '▁did', '▁Lobund', '▁at', '▁Notre', '▁Dame', '▁become', '▁an', '▁Institute', '?', '▁', '</s>', 'The', '▁Lobund', '▁Institute', '▁was', '▁mer', 'ged']","['<en>', 'A', 'round', '▁what', '▁time', '▁did', '▁Lobund', '▁of', '▁Notre', '▁Dame', '▁become', '▁independ', 'ent', '?', '▁', '</s>', 'In', '▁what', '▁year', '▁did', '▁Lobund', '▁at', '▁Notre', '▁Dame', '▁become', '▁an', '▁Institute', '?', '▁', '</s>', 'The', '▁Lobund', '▁Institute', '▁was', '▁mer', 'ged']","['A', 'round', '▁what', '▁time', '▁did', '▁Lobund', '▁of', '▁Notre', '▁Dame', '▁become', '▁independ', 'ent', '?', '▁', '</s>', 'In', '▁what', '▁year', '▁did', '▁Lobund', '▁at', '▁Notre', '▁Dame', '▁become', '▁an', '▁Institute', '?', '▁', '</s>', 'The', '▁Lobund', '▁Institute', '▁was', '▁mer', 'ged', '<', 'e', 'n', '>']"
"['<en>', 'What', '▁album', '▁m', '[MASK]', '▁her', '▁a', '▁w', 'orld', 'w', 'ide', '▁known', '▁artist', '?', '▁', '</s>', 'Who', '[MASK]', 'ed', '▁the', '▁Destiny', ""'"", '[MASK]', '▁Child', '▁group', '?', '▁', '</s>', 'In', '▁what', '▁c', 'ity', '▁did', '▁Beyonce', '▁grow', '▁up']","['<en>', 'What', '▁album', '▁m', 'ade', '▁her', '▁a', '▁w', 'orld', 'w', 'ide', '▁known', '▁artist', '?', '▁', '</s>', 'Who', '▁manag', 'ed', '▁the', '▁Destiny', ""'"", 's', '▁Child', '▁group', '?', '▁', '</s>', 'In', '▁what', '▁c', 'ity', '▁did', '▁Beyonce', '▁grow', '▁up']","['What', '▁album', '▁m', 'ade', '▁her', '▁a', '▁w', 'orld', 'w', 'ide', '▁known', '▁artist', '?', '▁', '</s>', 'Who', '▁manag', 'ed', '▁the', '▁Destiny', ""'"", 's', '▁Child', '▁group', '?', '▁', '</s>', 'In', '▁what', '▁c', 'ity', '▁did', '▁Beyonce', '▁grow', '▁up', '<', 'e', 'n', '>']"
"['<en>', 'The', '▁College', '▁of', '[MASK]', '▁beg', 'an', '[MASK]', '▁offer', '▁civil', '▁en', 'g', 'ineering', '▁cour', 'ses', '▁beginn', 'ing', '▁at', '▁what', '[MASK]', '▁at', '▁Notre', '▁Dame', '?', '▁', '</s>', 'What', '▁entity', '▁provides', '▁h', 'el', 'p', '▁with', '▁the', '▁manag', '[MASK]']","['<en>', 'The', '▁College', '▁of', '▁Science', '▁beg', 'an', '▁to', '▁offer', '▁civil', '▁en', 'g', 'ineering', '▁cour', 'ses', '▁beginn', 'ing', '▁at', '▁what', '▁time', '▁at', '▁Notre', '▁Dame', '?', '▁', '</s>', 'What', '▁entity', '▁provides', '▁h', 'el', 'p', '▁with', '▁the', '▁manag', 'ement']","['The', '▁College', '▁of', '▁Science', '▁beg', 'an', '▁to', '▁offer', '▁civil', '▁en', 'g', 'ineering', '▁cour', 'ses', '▁beginn', 'ing', '▁at', '▁what', '▁time', '▁at', '▁Notre', '▁Dame', '?', '▁', '</s>', 'What', '▁entity', '▁provides', '▁h', 'el', 'p', '▁with', '▁the', '▁manag', 'ement', '<', 'e', 'n', '>']"
"['<en>', 'What', '▁percentage', '[MASK]', '▁Notre', '▁Dame', '▁students', '▁fe', '[MASK]', '▁the', '[MASK]', '▁are', '▁Christian', '?', '▁', '</s>', 'How', '[MASK]', 'ten', '▁is', '▁C', 'atholic', '▁mass', '▁h', 'eld', '▁at', '▁Notre', '▁Dame', '▁in', '▁a', '▁we', 'ek', '?', '▁', '</s>', 'How']","['<en>', 'What', '▁percentage', '▁of', '▁Notre', '▁Dame', '▁students', '▁fe', 'el', '▁the', 'y', '▁are', '▁Christian', '?', '▁', '</s>', 'How', '▁of', 'ten', '▁is', '▁C', 'atholic', '▁mass', '▁h', 'eld', '▁at', '▁Notre', '▁Dame', '▁in', '▁a', '▁we', 'ek', '?', '▁', '</s>', 'How']","['What', '▁percentage', '▁of', '▁Notre', '▁Dame', '▁students', '▁fe', 'el', '▁the', 'y', '▁are', '▁Christian', '?', '▁', '</s>', 'How', '▁of', 'ten', '▁is', '▁C', 'atholic', '▁mass', '▁h', 'eld', '▁at', '▁Notre', '▁Dame', '▁in', '▁a', '▁we', 'ek', '?', '▁', '</s>', 'How', '<', 'e', 'n', '>']"
"['<en>', 'In', '▁what', '▁year', '▁did', '▁Notre', '▁Dame', '▁begin', '▁to', '▁h', 'ost', '[MASK]', '▁Global', '▁A', 'dap', 'tation', '[MASK]', '?', '▁', '[MASK]', 'What', '▁t', 'hre', 'at', '▁does', '[MASK]', '▁Global', '▁A', 'dap', 'tation', '[MASK]', '▁study', '?', '▁', '[MASK]', 'How']","['<en>', 'In', '▁what', '▁year', '▁did', '▁Notre', '▁Dame', '▁begin', '▁to', '▁h', 'ost', '▁the', '▁Global', '▁A', 'dap', 'tation', '▁Index', '?', '▁', '</s>', 'What', '▁t', 'hre', 'at', '▁does', '▁the', '▁Global', '▁A', 'dap', 'tation', '▁Index', '▁study', '?', '▁', '</s>', 'How']","['In', '▁what', '▁year', '▁did', '▁Notre', '▁Dame', '▁begin', '▁to', '▁h', 'ost', '▁the', '▁Global', '▁A', 'dap', 'tation', '▁Index', '?', '▁', '</s>', 'What', '▁t', 'hre', 'at', '▁does', '▁the', '▁Global', '▁A', 'dap', 'tation', '▁Index', '▁study', '?', '▁', '</s>', 'How', '<', 'e', 'n', '>']"
"['<en>', '[MASK]', '▁is', '▁a', '▁comm', 'on', '▁name', '▁to', '▁refer', 'ence', '▁the', '▁mural', '[MASK]', '▁by', '▁Mill', 'ard', '▁She', 'ets', '▁at', '[MASK]', '▁Dame', '?', '▁', '</s>', 'How', '▁many', '▁inc', 'oming', '▁students', '▁did', '[MASK]', '▁Dame', '▁ad', 'mit', '▁in', '▁f']","['<en>', 'What', '▁is', '▁a', '▁comm', 'on', '▁name', '▁to', '▁refer', 'ence', '▁the', '▁mural', '▁created', '▁by', '▁Mill', 'ard', '▁She', 'ets', '▁at', '▁Notre', '▁Dame', '?', '▁', '</s>', 'How', '▁many', '▁inc', 'oming', '▁students', '▁did', '▁Notre', '▁Dame', '▁ad', 'mit', '▁in', '▁f']","['What', '▁is', '▁a', '▁comm', 'on', '▁name', '▁to', '▁refer', 'ence', '▁the', '▁mural', '▁created', '▁by', '▁Mill', 'ard', '▁She', 'ets', '▁at', '▁Notre', '▁Dame', '?', '▁', '</s>', 'How', '▁many', '▁inc', 'oming', '▁students', '▁did', '▁Notre', '▁Dame', '▁ad', 'mit', '▁in', '▁f', '<', 'e', 'n', '>']"
"['<en>', '[MASK]', '[MASK]', '▁did', '▁Fre', 'derick', '[MASK]', 'uechner', '▁create', '?', '▁', '</s>', '[MASK]', '▁many', '▁BS', '▁le', 'vel', '▁degrees', '▁are', '▁offered', '[MASK]', '▁the', '▁College', '▁of', '[MASK]', '▁at', '▁Notre', '▁Dame', '?', '▁', '</s>', 'In', '▁what', '▁year', '▁was', '▁the']","['<en>', 'Which', '▁prize', '▁did', '▁Fre', 'derick', '▁B', 'uechner', '▁create', '?', '▁', '</s>', 'How', '▁many', '▁BS', '▁le', 'vel', '▁degrees', '▁are', '▁offered', '▁in', '▁the', '▁College', '▁of', '▁Engineering', '▁at', '▁Notre', '▁Dame', '?', '▁', '</s>', 'In', '▁what', '▁year', '▁was', '▁the']","['Which', '▁prize', '▁did', '▁Fre', 'derick', '▁B', 'uechner', '▁create', '?', '▁', '</s>', 'How', '▁many', '▁BS', '▁le', 'vel', '▁degrees', '▁are', '▁offered', '▁in', '▁the', '▁College', '▁of', '▁Engineering', '▁at', '▁Notre', '▁Dame', '?', '▁', '</s>', 'In', '▁what', '▁year', '▁was', '▁the', '<', 'e', 'n', '>']"
